provider_id,provider_name,category,city,area,full_location,latitude,longitude,rating,availability,experience_years,completed_jobs,response_time_minutes,price_range,verified_provider,languages_supported,phone_number,email,created_at
15481,Katie Electrician Services,Electrician,Peshawar,Hayatabad,"Hayatabad, Peshawar",32.911969,72.086983,4.1,Busy,19,4530,37,Low,False,"English, Urdu",1571033265,manderson@gmail.com,2025-07-30
15482,Tyler Carpenter Services,Carpenter,Peshawar,University Town,"University Town, Peshawar",30.261563,67.747761,5.0,Available,1,1074,92,High,True,Roman Urdu,(699)473-4507x754,alisha45@hotmail.com,2024-09-23
15483,Ariel Carpenter Services,Carpenter,Faisalabad,Madina Town,"Madina Town, Faisalabad",27.790301,72.017178,4.4,Offline,16,3638,39,High,False,"English, Urdu",001-942-464-9117x179,martinheather@hall-merritt.org,2024-10-19
15484,Melissa Tutor Services,Tutor,Peshawar,University Town,"University Town, Peshawar",27.280996,67.869775,4.6,Available,19,2685,56,Medium,True,Roman Urdu,995-719-2146x346,ashley02@vance.com,2024-09-13
15485,Scott Mechanic Services,Mechanic,Islamabad,F-10,"F-10, Islamabad",24.603028,73.223512,3.9,Available,1,2210,61,Low,False,English,+1-357-178-6893x88026,michael58@gmail.com,2026-01-18
15486,Courtney Tutor Services,Tutor,Lahore,Bahria Town,"Bahria Town, Lahore",29.241211,71.004857,3.8,Offline,18,2867,62,High,True,"English, Urdu, Roman Urdu",(417)991-4820x67292,joseph84@ballard.com,2025-12-03
15487,Selena Carpenter Services,Carpenter,Rawalpindi,Saddar,"Saddar, Rawalpindi",28.890802,73.810521,4.1,Available,11,932,112,Medium,True,"English, Urdu, Roman Urdu",846.018.9857x582,wthomas@hotmail.com,2023-12-22
15488,Steven Painter Services,Painter,Rawalpindi,Saddar,"Saddar, Rawalpindi",24.030891,72.460732,4.9,Available,2,2230,16,Low,True,Urdu,+1-492-949-5532x824,ramirezdanielle@yahoo.com,2023-02-05
15489,Olivia Painter Services,Painter,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",32.519746,70.618048,3.6,Available,19,4823,22,High,False,Roman Urdu,936-808-8499x5715,kfreeman@perez.com,2025-02-28
15490,Taylor Appliance Repair Services,Appliance Repair,Karachi,Malir,"Malir, Karachi",27.280141,67.739287,4.2,Offline,6,1968,107,Low,True,"Urdu, Roman Urdu",3408769952,ysmith@gmail.com,2025-06-21
15491,Russell Painter Services,Painter,Faisalabad,Madina Town,"Madina Town, Faisalabad",30.997239,72.130357,4.6,Available,13,491,85,Low,True,Urdu,830-664-6832x26595,gregg12@gmail.com,2022-12-23
15492,Benjamin Tutor Services,Tutor,Islamabad,I-8,"I-8, Islamabad",27.001012,69.532642,3.5,Available,1,4000,49,High,False,Urdu,+1-631-056-8167,davisalejandro@day.com,2023-11-08
15493,John Mobile Repair Services,Mobile Repair,Lahore,Gulberg,"Gulberg, Lahore",24.744574,72.270867,3.8,Offline,14,4356,18,Medium,True,"Urdu, Roman Urdu",475-113-5528,chad97@coleman-morrison.com,2022-10-27
15494,Kathryn Electrician Services,Electrician,Karachi,Korangi,"Korangi, Karachi",27.007195,71.837863,4.6,Available,17,3402,76,Medium,False,"English, Urdu",914.572.6717x416,lisaromero@rodriguez.com,2023-02-14
15495,John Electrician Services,Electrician,Lahore,Gulberg,"Gulberg, Lahore",32.464226,73.189526,3.4,Available,15,1206,22,High,False,"English, Urdu, Roman Urdu",502-224-7797,timothy28@ortega.com,2025-06-14
15496,Crystal Appliance Repair Services,Appliance Repair,Karachi,Korangi,"Korangi, Karachi",25.191592,70.677398,3.4,Offline,16,2268,70,Medium,False,Roman Urdu,001-538-162-1667x219,daniellepoole@rivera.com,2025-06-18
15497,Kyle Tutor Services,Tutor,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",32.827169,70.533416,3.1,Offline,16,2150,78,High,True,"English, Urdu",(651)216-0186x833,herrerajenny@garcia.com,2024-11-29
15498,Jessica Beautician Services,Beautician,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",33.640075,72.140825,5.0,Offline,9,357,107,Medium,True,English,465.444.2405,vgonzales@berg.com,2024-11-09
15499,Aaron Mechanic Services,Mechanic,Peshawar,Hayatabad,"Hayatabad, Peshawar",29.086381,71.597088,3.1,Available Soon,8,936,118,Medium,False,"English, Urdu, Roman Urdu",(594)776-1341,oshaw@flowers.com,2026-01-17
15500,Renee Home Tutor Services,Home Tutor,Islamabad,Bahria Town,"Bahria Town, Islamabad",29.946639,67.001814,3.8,Available,4,1584,109,Low,False,English,(717)205-0163x6941,jesse27@hotmail.com,2024-01-21
15501,Robert Cleaning Service Services,Cleaning Service,Karachi,Malir,"Malir, Karachi",29.404458,71.885083,3.5,Busy,13,3780,120,Medium,False,Roman Urdu,(952)122-1698,gibsonheather@finley.net,2023-06-11
15502,Lisa Tutor Services,Tutor,Faisalabad,D Ground,"D Ground, Faisalabad",26.515959,71.274195,4.0,Offline,19,1767,25,Low,False,"English, Urdu, Roman Urdu",200-569-3262x330,lowerobin@thompson-davis.info,2023-04-18
15503,Kaitlin Home Tutor Services,Home Tutor,Faisalabad,D Ground,"D Ground, Faisalabad",27.59091,73.726274,4.4,Offline,17,3624,81,Medium,True,"Urdu, Roman Urdu",5816105250,spencepatricia@hotmail.com,2023-10-31
15504,Susan Appliance Repair Services,Appliance Repair,Peshawar,University Town,"University Town, Peshawar",29.467154,73.599845,3.5,Busy,5,4616,67,Low,False,"Urdu, Roman Urdu",+1-371-273-9907x7827,james65@yahoo.com,2025-11-20
15505,Lacey Cleaning Service Services,Cleaning Service,Faisalabad,D Ground,"D Ground, Faisalabad",26.643531,70.511694,4.6,Available Soon,2,2225,25,High,False,Roman Urdu,(911)319-3571,jilloneill@butler-martinez.com,2022-07-14
15506,Danielle Electrician Services,Electrician,Karachi,Clifton,"Clifton, Karachi",24.383659,67.002025,3.8,Busy,17,4147,101,Low,True,"English, Urdu",+1-270-538-0540x18176,lyonsgail@yahoo.com,2026-03-12
15507,Tina Painter Services,Painter,Lahore,Gulberg,"Gulberg, Lahore",33.827842,70.07277,4.6,Available Soon,12,3693,26,Medium,False,"Urdu, Roman Urdu",545.532.0869x4721,penajesse@rodriguez.com,2025-07-27
15508,Joshua Carpenter Services,Carpenter,Rawalpindi,PWD,"PWD, Rawalpindi",33.617078,68.117154,4.6,Offline,20,4862,76,Medium,True,Roman Urdu,001-230-753-2384,heather89@allison-wilson.biz,2022-06-25
15509,Stephanie Painter Services,Painter,Karachi,Malir,"Malir, Karachi",26.272127,68.899675,3.5,Available,18,1576,42,High,False,"English, Urdu, Roman Urdu",001-420-291-6064x19349,jasonfrederick@hotmail.com,2023-01-22
15510,Elizabeth Plumber Services,Plumber,Islamabad,G-13,"G-13, Islamabad",33.478181,68.840129,4.3,Available Soon,17,1852,62,High,True,"English, Urdu",525.021.2354x72271,samanthagonzalez@holland.com,2023-02-10
15511,Joseph AC Technician Services,AC Technician,Faisalabad,D Ground,"D Ground, Faisalabad",29.136462,70.424746,3.6,Available,12,4279,40,Low,True,"English, Urdu, Roman Urdu",433.159.2981,michellegomez@hotmail.com,2025-06-10
15512,Heather Home Tutor Services,Home Tutor,Peshawar,Cantt,"Cantt, Peshawar",24.740642,70.4119,3.7,Offline,15,1662,99,Medium,False,Urdu,5535140741,erica78@hotmail.com,2025-12-19
15513,Susan Appliance Repair Services,Appliance Repair,Karachi,Malir,"Malir, Karachi",28.503641,70.72943,3.9,Available Soon,4,4978,100,Medium,True,"Urdu, Roman Urdu",(574)790-0799x16646,brenda37@pope.com,2023-05-18
15514,Kimberly Computer Technician Services,Computer Technician,Islamabad,Blue Area,"Blue Area, Islamabad",31.361283,68.708581,4.3,Busy,16,4574,106,Low,False,"English, Urdu",001-580-635-8759x0301,wwolf@kelly.net,2024-10-31
15515,Nicole Plumber Services,Plumber,Rawalpindi,Saddar,"Saddar, Rawalpindi",24.037353,73.667978,4.8,Available Soon,7,4396,115,High,False,Roman Urdu,026.980.6613x797,danielsmith@roberts.com,2026-04-29
15516,Monique Home Tutor Services,Home Tutor,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",31.316443,68.440409,4.1,Offline,1,251,73,Low,False,Urdu,448.928.5470,lisacastaneda@hotmail.com,2024-11-17
15517,Ronnie Carpenter Services,Carpenter,Karachi,Malir,"Malir, Karachi",32.849546,71.488978,4.2,Offline,10,888,111,Medium,False,Roman Urdu,001-676-557-8383,murphysheri@yahoo.com,2024-07-16
15518,Matthew Home Tutor Services,Home Tutor,Lahore,Johar Town,"Johar Town, Lahore",27.401504,69.452886,3.0,Busy,3,3290,120,High,False,"English, Urdu",022-662-8328x6910,christensenadam@porter.biz,2022-06-19
15519,Jonathan Mechanic Services,Mechanic,Peshawar,Cantt,"Cantt, Peshawar",28.880962,69.049565,3.5,Busy,7,3756,114,Low,False,"English, Urdu, Roman Urdu",657.425.0202x01383,fishernicholas@gmail.com,2024-11-02
15520,Christine Electrician Services,Electrician,Lahore,Gulberg,"Gulberg, Lahore",30.735929,68.478408,4.5,Available Soon,20,2332,31,Low,False,English,7932027437,ibeasley@sanders.org,2022-04-16
15521,Craig Mobile Repair Services,Mobile Repair,Karachi,Korangi,"Korangi, Karachi",30.624941,73.348237,4.5,Available Soon,10,305,20,Low,True,Roman Urdu,+1-756-917-8807x44729,stacylynn@douglas.net,2026-03-28
15522,Nicole AC Technician Services,AC Technician,Karachi,Malir,"Malir, Karachi",29.765161,68.856306,4.7,Available,3,2956,53,Medium,True,English,(266)130-0733x6452,housemichael@gmail.com,2025-03-17
15523,Timothy Computer Technician Services,Computer Technician,Islamabad,F-10,"F-10, Islamabad",26.061655,70.832469,4.4,Busy,20,1822,115,Low,True,Roman Urdu,787.594.7655,kromero@miller-saunders.info,2023-11-04
15524,Phillip Electrician Services,Electrician,Karachi,Nazimabad,"Nazimabad, Karachi",33.956814,72.733865,4.0,Available,13,914,46,Medium,False,"English, Urdu",+1-543-868-2607x52997,wbailey@hotmail.com,2024-01-13
15525,Brandon AC Technician Services,AC Technician,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",33.212649,68.423685,4.9,Busy,3,4109,104,High,True,Roman Urdu,(116)645-8122x18267,terrencemerritt@hotmail.com,2024-01-03
15526,Christopher Plumber Services,Plumber,Faisalabad,Madina Town,"Madina Town, Faisalabad",30.589007,69.371745,4.1,Available Soon,16,3826,17,High,True,"English, Urdu",001-739-293-1102x37384,anthonysmith@russell-rodriguez.com,2024-02-16
15527,Jeffrey Tutor Services,Tutor,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",33.787864,68.680855,4.7,Busy,11,3638,49,Low,False,Roman Urdu,034-037-6861x1154,kennedyjuan@gmail.com,2022-11-16
15528,Stefanie Mobile Repair Services,Mobile Repair,Lahore,Bahria Town,"Bahria Town, Lahore",32.134568,67.977984,4.5,Available Soon,14,3436,82,Medium,False,Urdu,001-380-608-6996x18598,daniel04@ramirez.net,2025-04-30
15529,Robert Home Tutor Services,Home Tutor,Islamabad,F-10,"F-10, Islamabad",29.881482,73.748693,4.6,Busy,14,247,36,High,False,English,154.372.0703,vjackson@hotmail.com,2025-04-05
15530,Brooke Water Tank Cleaner Services,Water Tank Cleaner,Lahore,Johar Town,"Johar Town, Lahore",25.513774,73.26977,3.7,Available,14,3506,89,Medium,False,"English, Urdu",(665)598-3447,cwood@chaney.net,2022-12-12
15531,Latasha Electrician Services,Electrician,Peshawar,Hayatabad,"Hayatabad, Peshawar",24.628854,71.311873,4.7,Available Soon,5,654,22,Medium,True,"Urdu, Roman Urdu",+1-485-464-2624x36435,williamslaura@clark.com,2026-05-06
15532,Evan Mechanic Services,Mechanic,Peshawar,Hayatabad,"Hayatabad, Peshawar",26.362986,71.961407,3.7,Busy,3,4700,39,Low,False,"English, Urdu, Roman Urdu",608.927.5443x9607,tgomez@hotmail.com,2022-09-25
15533,Lauren Carpenter Services,Carpenter,Peshawar,University Town,"University Town, Peshawar",31.568011,67.179519,3.3,Available,19,4178,111,High,True,English,(715)147-5886,michaelgraham@hotmail.com,2024-01-18
15534,Kyle Appliance Repair Services,Appliance Repair,Peshawar,Hayatabad,"Hayatabad, Peshawar",28.093948,72.620426,3.7,Available,8,693,119,Low,True,"English, Urdu",(437)315-0496,kenneth63@charles-cantrell.org,2023-06-21
15535,Monica Home Tutor Services,Home Tutor,Islamabad,F-10,"F-10, Islamabad",29.167989,67.146416,4.2,Offline,19,2504,21,High,True,English,+1-089-658-3268,lawrence77@gmail.com,2024-07-21
15536,John Home Tutor Services,Home Tutor,Lahore,Johar Town,"Johar Town, Lahore",32.557331,69.893508,4.5,Available,20,683,37,High,False,Roman Urdu,+1-241-850-9510x6685,brendakim@yahoo.com,2023-09-15
15537,Mike Beautician Services,Beautician,Karachi,Clifton,"Clifton, Karachi",27.181966,67.501068,4.9,Offline,15,597,27,High,True,"Urdu, Roman Urdu",850.649.4563x257,mallory61@franco.biz,2025-02-02
15538,Richard Painter Services,Painter,Lahore,Gulberg,"Gulberg, Lahore",28.051943,68.762416,4.6,Available Soon,15,78,87,High,True,"English, Urdu, Roman Urdu",+1-091-490-9199,ramoslauren@mcclure.biz,2022-11-13
15539,Caroline Computer Technician Services,Computer Technician,Lahore,Johar Town,"Johar Town, Lahore",24.820774,68.290377,3.9,Offline,6,1234,34,Medium,True,Roman Urdu,795-388-6248x7671,jerryfields@gmail.com,2025-03-05
15540,Cody Water Tank Cleaner Services,Water Tank Cleaner,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",29.121766,69.815038,4.8,Available Soon,19,3768,55,High,False,"Urdu, Roman Urdu",833.756.6287x6945,barnettandrew@davidson-glenn.biz,2025-03-30
15541,Denise Appliance Repair Services,Appliance Repair,Islamabad,I-8,"I-8, Islamabad",27.999361,73.495762,4.3,Busy,7,837,69,Low,True,"English, Urdu, Roman Urdu",+1-042-499-5016x7666,susan00@hotmail.com,2025-09-28
15542,Timothy Carpenter Services,Carpenter,Lahore,Gulberg,"Gulberg, Lahore",32.1635,70.882107,4.7,Busy,4,222,77,Medium,True,"English, Urdu",(341)937-7948x859,rodriguezhenry@hotmail.com,2022-07-10
15543,Nancy AC Technician Services,AC Technician,Lahore,DHA,"DHA, Lahore",31.873809,69.823795,3.7,Offline,4,3396,92,High,True,"Urdu, Roman Urdu",970.035.8273,schroedercarol@mendoza.com,2023-04-14
15544,Jacob Mobile Repair Services,Mobile Repair,Lahore,Model Town,"Model Town, Lahore",32.063766,70.203235,4.7,Busy,1,3574,93,Medium,True,"Urdu, Roman Urdu",(773)984-3944,trujilloamber@bennett.com,2024-05-21
15545,Judith Electrician Services,Electrician,Islamabad,G-13,"G-13, Islamabad",24.625035,71.735,3.4,Available,16,1022,48,Low,True,"English, Urdu",9613753378,smithbruce@gmail.com,2022-04-10
15546,Troy Computer Technician Services,Computer Technician,Lahore,Gulberg,"Gulberg, Lahore",30.681793,73.041856,4.7,Available Soon,6,4851,5,Low,True,"English, Urdu",7054084900,proberts@thomas.com,2025-04-20
15547,Madison Beautician Services,Beautician,Islamabad,Bahria Town,"Bahria Town, Islamabad",30.128154,72.374396,4.7,Offline,10,3258,107,High,True,"English, Urdu, Roman Urdu",300-954-6209,daniel00@hotmail.com,2023-03-11
15548,Andrew Mechanic Services,Mechanic,Lahore,Bahria Town,"Bahria Town, Lahore",29.317951,67.01671,4.9,Available,17,3299,60,High,False,Roman Urdu,5220789736,lambjason@gardner.com,2026-04-20
15549,Carol Beautician Services,Beautician,Islamabad,Blue Area,"Blue Area, Islamabad",24.298815,70.961919,4.2,Busy,7,1671,80,Low,False,Roman Urdu,507.877.1916,heatherclark@moreno.biz,2024-03-01
15550,Paula Cleaning Service Services,Cleaning Service,Peshawar,University Town,"University Town, Peshawar",30.447099,68.592496,4.6,Busy,16,300,77,Low,True,Roman Urdu,+1-379-608-0803x3700,juan53@gmail.com,2024-03-24
15551,Justin Cleaning Service Services,Cleaning Service,Islamabad,Blue Area,"Blue Area, Islamabad",28.134808,68.443667,3.6,Available,8,4910,17,Low,True,"English, Urdu, Roman Urdu",1431120401,scarlson@gmail.com,2024-01-06
15552,Nicole Electrician Services,Electrician,Peshawar,University Town,"University Town, Peshawar",30.247435,71.391396,4.5,Available,7,659,81,Low,False,Urdu,843.778.8736,haguilar@barrett.com,2026-04-16
15553,Kelly Cleaning Service Services,Cleaning Service,Karachi,Gulshan,"Gulshan, Karachi",29.484198,67.402514,4.4,Offline,19,4980,83,Low,False,"English, Urdu, Roman Urdu",6049587175,ellisjuan@anderson.biz,2022-11-05
15554,Allison Plumber Services,Plumber,Karachi,North Nazimabad,"North Nazimabad, Karachi",33.412597,71.41648,3.1,Offline,17,582,16,High,True,"Urdu, Roman Urdu",+1-087-328-9216x3673,mccoyvictor@owens.com,2026-01-13
15555,Mark Tutor Services,Tutor,Faisalabad,D Ground,"D Ground, Faisalabad",32.92275,70.503847,4.4,Available,9,4335,92,High,True,Roman Urdu,705-635-5011,james88@frye-pittman.com,2023-05-24
15556,Tammy Cleaning Service Services,Cleaning Service,Faisalabad,D Ground,"D Ground, Faisalabad",31.556508,68.040905,3.5,Available Soon,16,1550,96,High,False,"Urdu, Roman Urdu",367-695-1684x226,jennifersims@yahoo.com,2023-06-01
15557,Stephen Computer Technician Services,Computer Technician,Karachi,Clifton,"Clifton, Karachi",28.230161,68.720212,4.4,Available Soon,17,3712,102,Low,True,Roman Urdu,680.084.8638x41751,larry68@thomas.org,2025-05-27
15558,Eric Computer Technician Services,Computer Technician,Islamabad,Bahria Town,"Bahria Town, Islamabad",32.191378,73.255777,3.6,Available Soon,16,4370,69,Medium,True,Roman Urdu,474.353.8296x3385,maria46@yahoo.com,2023-12-15
15559,Melissa Beautician Services,Beautician,Faisalabad,Madina Town,"Madina Town, Faisalabad",31.323347,70.14947,3.5,Busy,8,1769,8,High,False,Roman Urdu,+1-994-720-3157x6186,matthewbrown@lane.com,2025-03-28
15560,Andrew Cleaning Service Services,Cleaning Service,Karachi,Clifton,"Clifton, Karachi",26.784058,70.348333,4.3,Offline,14,2620,92,Medium,False,"Urdu, Roman Urdu",001-102-831-2622,evanpage@gmail.com,2025-09-28
15561,Carl AC Technician Services,AC Technician,Rawalpindi,Saddar,"Saddar, Rawalpindi",30.741815,73.380338,4.6,Available,17,3500,13,Medium,True,"English, Urdu",001-640-007-4109x1696,projas@clark-crosby.org,2023-07-22
15562,Andrea Beautician Services,Beautician,Peshawar,University Town,"University Town, Peshawar",33.348217,69.173602,3.6,Offline,16,1373,42,High,False,"Urdu, Roman Urdu",(634)371-2294x9207,rdoyle@gmail.com,2023-03-22
15563,Jessica Electrician Services,Electrician,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",30.967481,73.030632,4.7,Offline,15,106,111,Low,False,Roman Urdu,+1-374-301-5944x738,sparksemily@fisher-lara.info,2025-01-12
15564,James Electrician Services,Electrician,Peshawar,Hayatabad,"Hayatabad, Peshawar",28.128129,71.981811,4.0,Available Soon,11,1519,94,High,False,"English, Urdu",897-198-7854,smithdanielle@gmail.com,2023-10-17
15565,Judith Mechanic Services,Mechanic,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",32.372996,67.793672,3.2,Busy,6,2046,110,Low,True,"English, Urdu",788.524.4308,kellerlorraine@gmail.com,2023-08-26
15566,Derek Beautician Services,Beautician,Peshawar,University Town,"University Town, Peshawar",31.130543,67.260079,3.4,Offline,15,2058,62,Low,False,Urdu,2225534390,andersoncarol@mason.info,2025-01-31
15567,Donna AC Technician Services,AC Technician,Peshawar,Hayatabad,"Hayatabad, Peshawar",27.179451,69.620331,3.2,Offline,14,883,30,Medium,False,Urdu,584-911-1694x44640,eandrade@graham.info,2022-10-28
15568,Samantha Electrician Services,Electrician,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",28.828745,73.823387,4.4,Busy,1,2749,87,Low,False,English,026.720.2265x5320,kennethgallagher@dunn-rodriguez.com,2022-09-25
15569,Melissa Cleaning Service Services,Cleaning Service,Karachi,DHA,"DHA, Karachi",29.711321,72.609861,3.6,Offline,10,189,7,High,True,English,+1-778-916-8290x0452,spatton@walker.com,2025-10-10
15570,Charles AC Technician Services,AC Technician,Peshawar,Cantt,"Cantt, Peshawar",28.342475,73.959541,4.5,Busy,12,2034,70,Medium,True,English,914-789-7694,michaelrobertson@carroll.org,2022-06-16
15571,Glenn Painter Services,Painter,Karachi,Gulshan,"Gulshan, Karachi",31.831913,68.506014,3.0,Available,14,95,54,Low,True,"English, Urdu, Roman Urdu",(174)759-0680x9848,tom49@anderson-myers.biz,2023-12-03
15572,Emily Water Tank Cleaner Services,Water Tank Cleaner,Faisalabad,D Ground,"D Ground, Faisalabad",27.285621,69.525256,3.4,Offline,16,529,48,High,True,Urdu,+1-447-439-2687,estradakyle@williams.com,2024-08-07
15573,Ricky Plumber Services,Plumber,Peshawar,University Town,"University Town, Peshawar",30.860125,67.268199,3.3,Busy,11,115,100,High,True,English,221.890.6180,teresashea@yahoo.com,2025-03-14
15574,Gregory Painter Services,Painter,Lahore,DHA,"DHA, Lahore",30.473068,72.803794,3.4,Available,15,4219,81,High,True,English,546-481-6617,wdean@hotmail.com,2022-10-25
15575,Ellen AC Technician Services,AC Technician,Lahore,DHA,"DHA, Lahore",27.167623,70.568253,4.2,Available Soon,1,2472,71,Medium,False,Roman Urdu,521-856-2588x24162,doughertymary@hotmail.com,2025-09-26
15576,Allison Tutor Services,Tutor,Rawalpindi,PWD,"PWD, Rawalpindi",29.103793,68.093611,4.1,Busy,1,3896,54,High,True,"Urdu, Roman Urdu",998-906-2944x530,qdaniel@dawson.net,2025-03-06
15577,Savannah Mobile Repair Services,Mobile Repair,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",24.840294,67.790653,4.4,Busy,12,3022,30,High,False,Urdu,663.752.4214x96747,victoriatrevino@le.info,2025-06-21
15578,Amanda Carpenter Services,Carpenter,Karachi,Clifton,"Clifton, Karachi",28.708825,69.425442,3.7,Busy,14,172,46,Medium,True,Roman Urdu,580-039-0525,randy18@yahoo.com,2024-02-22
15579,Kelly Plumber Services,Plumber,Peshawar,Hayatabad,"Hayatabad, Peshawar",27.06023,71.588013,4.8,Available,18,4650,75,High,False,Roman Urdu,(619)146-5144,joelcarroll@yahoo.com,2023-03-22
15580,Amanda Painter Services,Painter,Karachi,Nazimabad,"Nazimabad, Karachi",29.115583,71.150652,3.8,Available Soon,13,2666,98,High,True,Roman Urdu,2774991072,dsheppard@yahoo.com,2022-07-10
15581,Matthew Carpenter Services,Carpenter,Lahore,Model Town,"Model Town, Lahore",30.45308,72.912025,3.4,Offline,10,4219,65,Low,True,"English, Urdu, Roman Urdu",326-365-3403x86824,tyler24@foley.com,2023-05-19
15582,Laura Painter Services,Painter,Faisalabad,Madina Town,"Madina Town, Faisalabad",24.284272,69.099072,3.3,Available,11,3431,56,Low,True,"English, Urdu, Roman Urdu",456.429.5416,douglas55@moreno.com,2023-07-10
15583,Faith Plumber Services,Plumber,Faisalabad,Madina Town,"Madina Town, Faisalabad",32.523396,69.855244,3.2,Available Soon,20,728,38,High,True,English,8192506386,howardandrea@rivera-webb.org,2024-12-27
15584,April Carpenter Services,Carpenter,Karachi,North Nazimabad,"North Nazimabad, Karachi",27.661153,71.430643,3.2,Available,18,779,50,Low,False,Urdu,(852)853-2788x747,jessicaeverett@orr-jones.com,2023-11-30
15585,Ashley Painter Services,Painter,Faisalabad,D Ground,"D Ground, Faisalabad",25.011611,70.165918,4.3,Available Soon,11,1434,75,High,False,"Urdu, Roman Urdu",+1-714-759-0854,donnamccoy@fox-williams.com,2022-04-17
15586,Jared Mobile Repair Services,Mobile Repair,Peshawar,University Town,"University Town, Peshawar",27.089879,72.937642,4.3,Available,19,1635,73,Medium,False,English,(299)225-3618x97028,harringtonvirginia@gmail.com,2025-01-07
15587,Sherry Tutor Services,Tutor,Rawalpindi,PWD,"PWD, Rawalpindi",27.547409,68.890993,3.1,Available,19,2746,109,Medium,True,"English, Urdu",308-118-4662x303,rwilliams@salazar.info,2024-08-26
15588,Bruce Painter Services,Painter,Karachi,Gulshan,"Gulshan, Karachi",25.234248,71.231553,4.6,Offline,14,3483,39,High,True,Roman Urdu,(478)334-6546x2201,wcastillo@hotmail.com,2025-12-10
15589,Lisa Electrician Services,Electrician,Karachi,Korangi,"Korangi, Karachi",33.182978,68.142449,4.2,Available,11,4555,49,High,True,"English, Urdu",236-023-8657x795,jamie67@yahoo.com,2022-10-09
15590,Megan Appliance Repair Services,Appliance Repair,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",26.927765,68.097152,3.4,Available Soon,10,52,74,Medium,False,"English, Urdu",738.337.5102x19639,ygraves@yahoo.com,2023-10-08
15591,Sarah Cleaning Service Services,Cleaning Service,Rawalpindi,PWD,"PWD, Rawalpindi",25.971652,71.819684,3.8,Busy,14,2698,53,Low,False,English,001-239-713-9402x082,andrea26@woodward-white.biz,2023-05-25
15592,Kimberly Carpenter Services,Carpenter,Peshawar,Hayatabad,"Hayatabad, Peshawar",28.28463,69.903281,4.8,Available,14,3522,111,Medium,False,"English, Urdu, Roman Urdu",435-733-0029x1485,zjackson@gmail.com,2025-07-27
15593,Julie Water Tank Cleaner Services,Water Tank Cleaner,Peshawar,University Town,"University Town, Peshawar",29.740459,70.877151,4.5,Busy,6,2786,105,Low,False,Urdu,001-580-717-1126x242,thomas24@rodriguez-weber.com,2024-12-03
15594,Desiree Appliance Repair Services,Appliance Repair,Peshawar,Cantt,"Cantt, Peshawar",28.516264,67.696383,3.6,Busy,17,3850,101,High,False,English,023.548.0648x274,brandon34@hall.com,2023-11-03
15595,Heidi Plumber Services,Plumber,Karachi,DHA,"DHA, Karachi",25.034887,70.476862,5.0,Busy,7,2102,115,Low,True,"English, Urdu, Roman Urdu",792-431-1189,andrewkaufman@hotmail.com,2024-02-18
15596,Mary Cleaning Service Services,Cleaning Service,Karachi,Gulshan,"Gulshan, Karachi",33.300445,71.739981,3.7,Busy,7,2361,119,Low,False,"English, Urdu",001-848-731-3105,arielbird@acevedo-moore.com,2023-06-23
15597,Jessica Plumber Services,Plumber,Lahore,Johar Town,"Johar Town, Lahore",27.666719,71.308076,4.2,Available Soon,15,4802,31,Medium,True,"English, Urdu",654-185-0765x313,christopher65@miller.com,2025-04-01
15598,Kimberly Plumber Services,Plumber,Peshawar,Hayatabad,"Hayatabad, Peshawar",28.256747,73.074209,5.0,Available,15,593,39,High,True,Roman Urdu,906-631-8128x79688,sharonwilliams@yahoo.com,2025-08-04
15599,Andrew Electrician Services,Electrician,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",33.254261,72.370332,4.4,Available Soon,6,1192,39,High,False,English,(344)688-9505,heather02@rios-hampton.com,2025-01-14
15600,Zachary Mechanic Services,Mechanic,Faisalabad,D Ground,"D Ground, Faisalabad",28.40623,73.5386,3.9,Available Soon,20,373,31,Low,True,"English, Urdu",001-635-761-5996x0697,spencerdavid@gmail.com,2024-05-24
15601,Alicia AC Technician Services,AC Technician,Lahore,Gulberg,"Gulberg, Lahore",32.62655,73.789816,3.3,Offline,6,3882,71,High,False,"Urdu, Roman Urdu",(282)571-0378x57968,elijah12@taylor-allen.com,2025-01-26
15602,George AC Technician Services,AC Technician,Islamabad,Blue Area,"Blue Area, Islamabad",33.195696,67.856446,4.3,Offline,16,568,81,Low,False,Roman Urdu,529-253-4575x701,ywalker@yahoo.com,2024-02-05
15603,Rebecca Carpenter Services,Carpenter,Faisalabad,Madina Town,"Madina Town, Faisalabad",25.467114,72.927039,4.6,Offline,12,3831,27,Low,True,"Urdu, Roman Urdu",(029)700-0190x931,chelsea18@crawford.com,2024-01-07
